ID,exam_id,question,answer_type,sort_order,cat_id,random_per_category,Explanation,is_required,correct_condition,max_selections,is_inactive,is_survey,elaborate_explanation,open_end_mode,tags,open_end_display,exclude_on_final_screen,hints,compact_format,round_points,importance,calculate_whole,unanswered_penalty,truefalse,accept_feedback,feedback_label,reward_only_correct,discard_even_negative,correct_gap_points,incorrect_gap_points,sorting_answers,difficulty_level,num_columns,design,allow_checkbox_groups,gaps_as_dropdowns,slider_transfer_points,is_flashcard,dont_randomize_answers,reduce_points_per_hint,reduce_hint_points_to_zero,accept_rating,file_upload_required,no_negative,max_allowed_points,limit_words,title,dont_explain_unanswered,use_wpautop,min_selections
200076,648,"איזו פקודה תאפשר להגדיר לממשק gig0/0 בנתב R1 את כתובת ה- IP הבאה: 192.168.1.254/24?",radio,11,55,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Medium,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200077,648,"איזו מבין הכתובות הבאות לא מאפשרת גלישה באינטרנט?",radio,12,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Easy,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200078,648,"מהו הפרוטוקול שמאפשר לנתב חבילות נתונים בין רשתות שונות?",radio,13,224,0," דינאמי ו- OSPF",0,0,0,0,0,,,|loose|,,1,0,0,0,0,0,0.00,0,0,,0,0,0.00,0.00,1.00/0.00,0,0,,0,0,0,0,1,0.00,0,0,0,0,0.00,0,,0,0,0
200079,648,"מהו תפקיד השרת ברשת?",radio,14,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Easy,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200080,648,"מה מבין הבאים חייב להיות מותקן במחשב כדי שתתאפשר בו גלישה באינטרנט?",radio,15,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,"Very Easy",1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200081,648,"נתונה כתובת ה- IP הבאה: 130.22.54.254. איזה מההיגדים הבאים נכון לגביה?",radio,16,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,"Very Easy",1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200082,648,"לפניכם היגדים המתייחסים לפרוטוקול DHCP.<br />קבעו לגבי כל אחד מההיגדים אם הוא נכון או לא נכון.<br /><br />א. אין אפשרות להגדיר פרוטוקול זה בנתב. {{{לא נכון|נכון}}}<br /><br />ב. הפרוטוקול מחלק כתובות IP להתקנים ברשת על פי בקשה. {{{נכון|לא נכון}}}<br /><br />ג. הפרוטוקול מאפשר לחלק כתובות ציבוריות בלבד. {{{לא נכון|נכון}}}<br /><br />ד. הפרוטוקול מציג מיפוי של כתובות MAC מול כתובות IP. {{{לא נכון|נכון}}}",gaps,17,225,0," DHCP ו-DORA",0,0,0,0,0,,,,,1,0,0,0,0,0,0.00,0,0,,0,0,0.00,0.00,0.25/0.00,0,1,,0,0,0,0,1,0.00,0,0,0,0,0.00,0,,0,0,0
200083,648,"נתונה כתובת ה- IP הבאה: 10.10.10.10/8. מהו מזהה הרשת (Network ID) שלה? {{{10.0.0.0}}}",gaps,18,48,0,,0,all,0,0,0,,,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Medium,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200084,648,"איזו מבין הכתובות הבאות היא כתובת לוגית?",radio,19,48,0,,0,any,0,0,0,,loose,||,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Medium,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200085,648,"מחשב מתחבר לראשונה לרשת. באיזו שיטת שידור משתמש המחשב כדי למצוא שרת DHCP ברשת?",radio,20,225,0," DHCP ו-DORA",0,0,0,0,0,,,|loose|,,1,0,0,0,0,0,0.00,0,0,,0,0,0.00,0.00,1.00/0.00,0,0,,0,0,0,0,1,0.00,0,0,0,0,0.00,0,,0,0,0
200086,648,"על פי איזו כתובת מזהה המתג (Switch) את ההתקנים המחוברים אליו?",radio,21,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Medium,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200087,648,"מהו הערך המרבי (המקסימלי) של מספר המארחים (HOSTs) שניתן להגדיר בשרת Class C?<br />{{{254}}}",gaps,22,48,0,,0,all,0,0,0,,,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Medium,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200088,648,"לפניכם היגדים המתייחסים להוראות בטיחות במעבדה.<br />קבוע לגבי כל אחד מההיגדים אם הוא נכון או לא נכון.<br /><br />א. אם מסך המחשב התקלקל מותר לתלמיד לנסות לתקן אותו בעצמו. {{{לא נכון|נכון}}}<br /><br />ב. יש להכיר מראש דרך מילוט למקרה של שריפה במעבדה. {{{נכון|לא נכון}}}<br /><br />ג. יש להשתמש במשטח מגן על שולחן העבודה רק כאשר התקלה במחשב מחייבת זאת. {{{לא נכון|נכון}}}",gaps,23,221,0,,0,all,0,0,0,,,,medium,0,,0,0,0,0,0.00,0,0,,0,0,0.33,0.00,,Medium,1,,0,1,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200089,648,"לאיזה סוג הודעות משמשת כתובת ה- MAC הבאה: FF:FF:FF:FF:FF:FF?",radio,24,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Hard,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200090,648,"איזו פקודה ליצירת סיסמה מוצפנת (encrypted) מגבילה את הגישה למצב הרשאה (enable mode), בנתב RouterA?",radio,25,49,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Hard,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200091,648,"נתונה כתובת ה- IP הבאה: 195.23.2.240/24.<br />מהו הייצוג הבינארי של חלק ה- HOST?",radio,26,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Medium,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200092,648,"איזו מהכתובות הבאות מאפשרת התחברות לאינטרנט?",radio,27,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Easy,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200093,648,"קבעו לגבי כל אחד מההיגדים הבאים אם הוא נכון או לא נכון.<br /><ol>    <li>טבלת ARP מכילה רשימה של כתובות MAC וכתובות IP. {{{נכון|לא נכון}}}</li>    <li>כתובות ה- MAC של מחשב היא כתובת לוגית, וכתובת ה- IP היא פיזית. {{{לא נכון|נכון}}}</li>    <li>אם מחשב לא יודע מהי כתובת ה- MAC של היעד, הוא ישלח ARP Request. {{{נכון|לא נכון}}}</li>    <li>חבילת ARP-Request מכילה את כתובת ה- IP של מחשב היעד. {{{נכון|לא נכון}}}</li></ol>",gaps,28,48,0,,0,all,0,0,0,,,||,medium,0,,0,0,0,0,0.00,0,0,,0,0,0.25,0.00,,Hard,0,,0,1,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200094,648,"באיזה מקרה המתג (Switch) שולח מסגרת נתונים לכל היציאות (הממשקים) שלו?",radio,29,48,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,"Very Hard",1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200095,648,"<strong>הערה:</strong> שאלה זו מורכבת משתי שאלות המתייחסות לאותן הפקודות הבאות, הפקודות יופיעו בשתי השאלות ולכן ניתן להתעלם מהערה זו.<br />***************************<br /><br />לפניכם פקודות שנכתבו בנתב BAGRUT:<br /><p dir=\'ltr\' style=\'direction: ltr;\'>BAGRUT# config terminal<br />BAGRUT(config)# enable password good<br />BAGRUT(config)# enable secret tal<br />BAGRUT(config)# line console 0<br />BAGRUT(config-line)# password 123!<br />BAGRUT(config-line)# login<br />BAGRUT(config-line)# line vty 0 4<br />BAGRUT(config-line)# password tikshuv5<br />BAGRUT(config-line)# login</p>באיזה מקרה יש להקליד את הסיסמה good?",radio,30,226,0," SSH הגדרות וססמאות",0,0,0,0,0,,,|loose|,,1,0,0,0,0,0,0.00,0,0,,0,0,0.00,0.00,1.00/0.00,0,0,,0,0,0,0,1,0.00,0,0,0,0,0.00,0,,0,0,0
200096,648,"<strong>הערה:</strong> שאלה זו מורכבת משתי שאלות המתייחסות לאותן הפקודות הבאות, הפקודות יופיעו בשתי השאלות ולכן ניתן להתעלם מהערה זו.<br />***************************<br /><br />לפניכם פקודות שנכתבו בנתב BAGRUT:<br /><p dir=\'ltr\' style=\'direction: ltr;\'>BAGRUT# config terminal<br />BAGRUT(config)# enable password good<br />BAGRUT(config)# enable secret tal<br />BAGRUT(config)# line console 0<br />BAGRUT(config-line)# password 123!<br />BAGRUT(config-line)# login<br />BAGRUT(config-line)# line vty 0 4<br />BAGRUT(config-line)# password tikshuv5<br />BAGRUT(config-line)# login</p>השלימו: נתב BAGRUT נמצא בסניף בית ספר באילת. כדי להתחבר לנתב זה מירושלים יש להקליד את הסיסמה: {{{tikshuv5}}}",gaps,31,226,0," SSH הגדרות וססמאות",0,0,0,0,0,,,,||,1,0,0,0,0,0,0.00,0,0,,0,0,0.00,0.00,1.00/0.00,0,0,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200097,648,"קבעו לגבי כל אחד מההיגדים הבאים אם הוא נכון או לא נכון.<br /><ol>    <li>הפרוטוקול HTTP משמש להקצאת כתובות IP למחשבים ברשת המקומית {{{לא נכון|נכון}}}</li>    <li>הפרוטוקול SSH מאפשר להתחבר לנתב מרחוק בצורה מאובטחת כדי להגדירו. {{{נכון|לא נכון}}}</li></ol>",gaps,32,53,0,,0,all,0,0,0,,,,medium,0,,0,0,0,0,0.00,0,0,,0,0,0.50,0.00,,Easy,0,,0,1,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200098,648,"קבעו לגבי כל אחד מההיגדים הבאים אם הוא נכון או לא נכון.<br /><ol>    <li>שרת DHCP מאפשר להגדיר במחשבים שמבקשים כתובת IP גם כתובת שרת DNS וכתובת שער יציאה (Default Gateway). {{{נכון|לא נכון}}}</li>    <li>פרוטוקול DNS מבצע מיפוי בין כתובת לוגיות (IP) לכתובת פיזיות (MAC). {{{לא נכון|נכון}}}</li></ol>",gaps,33,53,0,,0,any,0,0,0,,,,medium,0,,0,0,0,0,0.00,0,0,,0,0,0.50,0.00,,Medium,1,,0,1,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200099,648,"מה ההבדל העיקרי בין פרוטוקול TCP לבין פרוטוקול UDP?",radio,34,53,0,,0,any,0,0,0,,loose,,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Easy,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
200100,648,"להלן טופולוגיה. כל ההתקנים מוגדרים בצורה תקינה, ומתקיימת תקשורת בין שני הנתבים.<br /><br />[caption id=\'attachment_7520\' align=\'aligncenter\' width=\'300\']<a href=\'https://tikshuv-ccna.com/wp-content/uploads/2025/01/2_routers_dhcp_connection.jpg\' target=\'_blank\' rel=\'noopener\'><img class=\'wp-image-7520 size-medium\' src=\'https://tikshuv-ccna.com/wp-content/uploads/2025/01/2_routers_dhcp_connection-300x69.jpg\' alt=\'\' width=\'300\' height=\'69\' /></a> לחצו להגדלה[/caption]<br /><br />נתונות חלק מההגדרות שהוגדרו בנתב R1.<br /><p dir=\'ltr\'>R1# show run<br />R1(config)# interface fa0/0<br />R1(config-if)# ip helper-address 10.10.1.2</p>מה יקרה כאשר מחשב Host A יתחבר לרשת וישלח הודעת גילוי DHCP (הודעת DHCP Discover).<br />[שימו לב! R2 הוא שרת ה- DHCP היחיד].<br /><br />&nbsp;",radio,35,55,0,,0,any,0,0,0,,loose,||,medium,0,,0,0,0,0,0.00,0,0,,0,0,1.00,0.00,,Hard,1,,0,0,0,0,0,0.00,0,0,0,0,0.00,0,,0,0,0
